MLP block pruning ENABLED (heads + whole MLP blocks).
Initializing Prunable Llama...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 4002.33it/s]
Llama model successfully adapted for pruning with block-level gates.
Initializing Baseline Llama (for KL divergence)...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 3578.30it/s]
[transformers] `use_return_dict` is deprecated! Use `return_dict` instead!
Global sparsity lambda set (x2 on all levels): attention_heads=0.1

--- TRAINING MASKS ON FRUITS_1, ANIMALS_1, COLORS_1, METALS_1, VEHICLES_1 (2500 samples) ---
Epoch 1/300 | KL Loss: 0.2447 | Sparsity Loss: 0.7785
Epoch 57/300 | KL Loss: 0.5670 | Sparsity Loss: 3.0895
Epoch 58/300 | KL Loss: 0.5784 | Sparsity Loss: 3.0872
Epoch 59/300 | KL Loss: 0.5734 | Sparsity Loss: 3.0884
Epoch 60/300 | KL Loss: 0.5706 | Sparsity Loss: 3.0895
Epoch 61/300 | KL Loss: 0.5712 | Sparsity Loss: 3.0892
Epoch 62/300 | KL Loss: 0.5724 | Sparsity Loss: 3.0892
Epoch 63/300 | KL Loss: 0.5560 | Sparsity Loss: 3.0895
Epoch 64/300 | KL Loss: 0.5695 | Sparsity Loss: 3.0876
Epoch 65/300 | KL Loss: 0.5940 | Sparsity Loss: 3.0857
Epoch 66/300 | KL Loss: 0.5770 | Sparsity Loss: 3.0852
Epoch 67/300 | KL Loss: 0.5724 | Sparsity Loss: 3.0859
Epoch 68/300 | KL Loss: 0.5830 | Sparsity Loss: 3.0863
Epoch 69/300 | KL Loss: 0.5733 | Sparsity Loss: 3.0864
Epoch 70/300 | KL Loss: 0.5842 | Sparsity Loss: 3.0862
Epoch 71/300 | KL Loss: 0.5760 | Sparsity Loss: 3.0873
Epoch 72/300 | KL Loss: 0.5714 | Sparsity Loss: 3.0857
Epoch 73/300 | KL Loss: 0.5884 | Sparsity Loss: 3.0845
Epoch 74/300 | KL Loss: 0.5795 | Sparsity Loss: 3.0837
Epoch 75/300 | KL Loss: 0.5756 | Sparsity Loss: 3.0842
Epoch 76/300 | KL Loss: 0.5866 | Sparsity Loss: 3.0855
Epoch 77/300 | KL Loss: 0.5846 | Sparsity Loss: 3.0858
Epoch 78/300 | KL Loss: 0.5948 | Sparsity Loss: 3.0855
Epoch 79/300 | KL Loss: 0.5706 | Sparsity Loss: 3.0834
Epoch 80/300 | KL Loss: 0.5739 | Sparsity Loss: 3.0832
Epoch 81/300 | KL Loss: 0.5749 | Sparsity Loss: 3.0824
Epoch 82/300 | KL Loss: 0.5793 | Sparsity Loss: 3.0831
Epoch 83/300 | KL Loss: 0.5879 | Sparsity Loss: 3.0830
Epoch 84/300 | KL Loss: 0.5769 | Sparsity Loss: 3.0833
Epoch 85/300 | KL Loss: 0.5833 | Sparsity Loss: 3.0832
Epoch 86/300 | KL Loss: 0.6073 | Sparsity Loss: 3.0806
Epoch 87/300 | KL Loss: 0.5791 | Sparsity Loss: 3.0801
Epoch 88/300 | KL Loss: 0.5850 | Sparsity Loss: 3.0812
Epoch 89/300 | KL Loss: 0.5821 | Sparsity Loss: 3.0824
Epoch 90/300 | KL Loss: 0.5721 | Sparsity Loss: 3.0830
Epoch 91/300 | KL Loss: 0.5785 | Sparsity Loss: 3.0837
Epoch 92/300 | KL Loss: 0.5849 | Sparsity Loss: 3.0830
Epoch 93/300 | KL Loss: 0.5950 | Sparsity Loss: 3.0836
Epoch 94/300 | KL Loss: 0.5869 | Sparsity Loss: 3.0822
Epoch 95/300 | KL Loss: 0.5700 | Sparsity Loss: 3.0822
Epoch 96/300 | KL Loss: 0.5772 | Sparsity Loss: 3.0827
Epoch 97/300 | KL Loss: 0.5995 | Sparsity Loss: 3.0827
Epoch 98/300 | KL Loss: 0.5732 | Sparsity Loss: 3.0816
Epoch 99/300 | KL Loss: 0.5837 | Sparsity Loss: 3.0821
Epoch 100/300 | KL Loss: 0.5943 | Sparsity Loss: 3.0817
Epoch 101/300 | KL Loss: 0.5987 | Sparsity Loss: 3.0822
Epoch 102/300 | KL Loss: 0.5683 | Sparsity Loss: 3.0822
Epoch 103/300 | KL Loss: 0.5929 | Sparsity Loss: 3.0818
Epoch 104/300 | KL Loss: 0.5864 | Sparsity Loss: 3.0831
Epoch 105/300 | KL Loss: 0.5903 | Sparsity Loss: 3.0827
Epoch 106/300 | KL Loss: 0.5752 | Sparsity Loss: 3.0816
Epoch 107/300 | KL Loss: 0.5919 | Sparsity Loss: 3.0819
Epoch 108/300 | KL Loss: 0.5710 | Sparsity Loss: 3.0827
Epoch 109/300 | KL Loss: 0.5798 | Sparsity Loss: 3.0830
Epoch 110/300 | KL Loss: 0.5748 | Sparsity Loss: 3.0831
Epoch 111/300 | KL Loss: 0.5970 | Sparsity Loss: 3.0829
Epoch 112/300 | KL Loss: 0.6078 | Sparsity Loss: 3.0820
Epoch 113/300 | KL Loss: 0.5884 | Sparsity Loss: 3.0816
Epoch 114/300 | KL Loss: 0.5930 | Sparsity Loss: 3.0818
Epoch 115/300 | KL Loss: 0.5821 | Sparsity Loss: 3.0833
Epoch 116/300 | KL Loss: 0.5762 | Sparsity Loss: 3.0830
Epoch 117/300 | KL Loss: 0.5803 | Sparsity Loss: 3.0825
Epoch 118/300 | KL Loss: 0.5760 | Sparsity Loss: 3.0830
Epoch 119/300 | KL Loss: 0.5717 | Sparsity Loss: 3.0833
Epoch 120/300 | KL Loss: 0.5784 | Sparsity Loss: 3.0843
Epoch 121/300 | KL Loss: 0.5800 | Sparsity Loss: 3.0839
Epoch 122/300 | KL Loss: 0.5828 | Sparsity Loss: 3.0830
Epoch 123/300 | KL Loss: 0.5865 | Sparsity Loss: 3.0830
Epoch 124/300 | KL Loss: 0.5922 | Sparsity Loss: 3.0824
Epoch 125/300 | KL Loss: 0.5705 | Sparsity Loss: 3.0831
Epoch 126/300 | KL Loss: 0.5691 | Sparsity Loss: 3.0830
Epoch 127/300 | KL Loss: 0.5757 | Sparsity Loss: 3.0834
Epoch 128/300 | KL Loss: 0.5758 | Sparsity Loss: 3.0825
Epoch 129/300 | KL Loss: 0.5780 | Sparsity Loss: 3.0826
Epoch 130/300 | KL Loss: 0.5695 | Sparsity Loss: 3.0825
Epoch 131/300 | KL Loss: 0.5926 | Sparsity Loss: 3.0821
Epoch 132/300 | KL Loss: 0.5810 | Sparsity Loss: 3.0835
Epoch 133/300 | KL Loss: 0.5898 | Sparsity Loss: 3.0822
Epoch 134/300 | KL Loss: 0.5932 | Sparsity Loss: 3.0825
Epoch 135/300 | KL Loss: 0.5745 | Sparsity Loss: 3.0833
Epoch 136/300 | KL Loss: 0.5824 | Sparsity Loss: 3.0830
Epoch 137/300 | KL Loss: 0.5782 | Sparsity Loss: 3.0835
Epoch 138/300 | KL Loss: 0.5781 | Sparsity Loss: 3.0831
Epoch 139/300 | KL Loss: 0.6021 | Sparsity Loss: 3.0826
Epoch 140/300 | KL Loss: 0.5826 | Sparsity Loss: 3.0824
Epoch 141/300 | KL Loss: 0.5758 | Sparsity Loss: 3.0827
Epoch 142/300 | KL Loss: 0.5698 | Sparsity Loss: 3.0829
Epoch 143/300 | KL Loss: 0.5808 | Sparsity Loss: 3.0828
Epoch 144/300 | KL Loss: 0.5748 | Sparsity Loss: 3.0808
Epoch 145/300 | KL Loss: 0.5877 | Sparsity Loss: 3.0800
Epoch 146/300 | KL Loss: 0.5847 | Sparsity Loss: 3.0796
Epoch 147/300 | KL Loss: 0.5793 | Sparsity Loss: 3.0810
Epoch 148/300 | KL Loss: 0.6098 | Sparsity Loss: 3.0827
Epoch 149/300 | KL Loss: 0.5831 | Sparsity Loss: 3.0792
Epoch 150/300 | KL Loss: 0.5859 | Sparsity Loss: 3.0773
Epoch 151/300 | KL Loss: 0.5989 | Sparsity Loss: 3.0795
Epoch 152/300 | KL Loss: 0.5797 | Sparsity Loss: 3.0793
Epoch 153/300 | KL Loss: 0.5835 | Sparsity Loss: 3.0796
Epoch 154/300 | KL Loss: 0.5833 | Sparsity Loss: 3.0799
Epoch 155/300 | KL Loss: 0.5839 | Sparsity Loss: 3.0801
Epoch 156/300 | KL Loss: 0.5752 | Sparsity Loss: 3.0796
Epoch 157/300 | KL Loss: 0.5808 | Sparsity Loss: 3.0789
Epoch 158/300 | KL Loss: 0.5861 | Sparsity Loss: 3.0791
Epoch 159/300 | KL Loss: 0.5867 | Sparsity Loss: 3.0799
Epoch 160/300 | KL Loss: 0.5771 | Sparsity Loss: 3.0788
Epoch 161/300 | KL Loss: 0.5812 | Sparsity Loss: 3.0798
Epoch 162/300 | KL Loss: 0.5876 | Sparsity Loss: 3.0791
Epoch 163/300 | KL Loss: 0.5854 | Sparsity Loss: 3.0784
Epoch 164/300 | KL Loss: 0.5677 | Sparsity Loss: 3.0795
Epoch 165/300 | KL Loss: 0.5722 | Sparsity Loss: 3.0795
Epoch 166/300 | KL Loss: 0.5752 | Sparsity Loss: 3.0800
Epoch 167/300 | KL Loss: 0.5851 | Sparsity Loss: 3.0794
Epoch 168/300 | KL Loss: 0.5928 | Sparsity Loss: 3.0790
Epoch 169/300 | KL Loss: 0.5725 | Sparsity Loss: 3.0800
Epoch 170/300 | KL Loss: 0.5765 | Sparsity Loss: 3.0804
Epoch 171/300 | KL Loss: 0.5848 | Sparsity Loss: 3.0799
Epoch 172/300 | KL Loss: 0.5859 | Sparsity Loss: 3.0793
Epoch 173/300 | KL Loss: 0.5821 | Sparsity Loss: 3.0790
Epoch 174/300 | KL Loss: 0.5881 | Sparsity Loss: 3.0791
Epoch 175/300 | KL Loss: 0.5796 | Sparsity Loss: 3.0797
Epoch 176/300 | KL Loss: 0.5862 | Sparsity Loss: 3.0807
Epoch 177/300 | KL Loss: 0.5893 | Sparsity Loss: 3.0798
Epoch 178/300 | KL Loss: 0.5923 | Sparsity Loss: 3.0803
Epoch 179/300 | KL Loss: 0.6018 | Sparsity Loss: 3.0789
Epoch 180/300 | KL Loss: 0.5788 | Sparsity Loss: 3.0778
Epoch 181/300 | KL Loss: 0.5839 | Sparsity Loss: 3.0783
Epoch 182/300 | KL Loss: 0.5814 | Sparsity Loss: 3.0775
Epoch 183/300 | KL Loss: 0.5801 | Sparsity Loss: 3.0761
Epoch 184/300 | KL Loss: 0.5752 | Sparsity Loss: 3.0752
Epoch 185/300 | KL Loss: 0.5813 | Sparsity Loss: 3.0760
Epoch 186/300 | KL Loss: 0.5918 | Sparsity Loss: 3.0755
Epoch 187/300 | KL Loss: 0.5774 | Sparsity Loss: 3.0751
Epoch 188/300 | KL Loss: 0.5834 | Sparsity Loss: 3.0763
Epoch 189/300 | KL Loss: 0.5959 | Sparsity Loss: 3.0767
Epoch 190/300 | KL Loss: 0.5782 | Sparsity Loss: 3.0763
Epoch 191/300 | KL Loss: 0.5727 | Sparsity Loss: 3.0761
Epoch 192/300 | KL Loss: 0.6038 | Sparsity Loss: 3.0764
Epoch 193/300 | KL Loss: 0.5882 | Sparsity Loss: 3.0770
Epoch 194/300 | KL Loss: 0.5778 | Sparsity Loss: 3.0768
Epoch 195/300 | KL Loss: 0.5732 | Sparsity Loss: 3.0761
Epoch 196/300 | KL Loss: 0.5945 | Sparsity Loss: 3.0771
Epoch 197/300 | KL Loss: 0.5892 | Sparsity Loss: 3.0766
Epoch 198/300 | KL Loss: 0.5693 | Sparsity Loss: 3.0763
Epoch 199/300 | KL Loss: 0.5764 | Sparsity Loss: 3.0768
Epoch 200/300 | KL Loss: 0.5781 | Sparsity Loss: 3.0769
Epoch 201/300 | KL Loss: 0.5933 | Sparsity Loss: 3.0773
Epoch 202/300 | KL Loss: 0.5805 | Sparsity Loss: 3.0769
Epoch 203/300 | KL Loss: 0.5803 | Sparsity Loss: 3.0779
Epoch 204/300 | KL Loss: 0.5970 | Sparsity Loss: 3.0793
Epoch 205/300 | KL Loss: 0.5683 | Sparsity Loss: 3.0797
Epoch 206/300 | KL Loss: 0.5974 | Sparsity Loss: 3.0787
Epoch 207/300 | KL Loss: 0.5802 | Sparsity Loss: 3.0793
Epoch 208/300 | KL Loss: 0.5859 | Sparsity Loss: 3.0797
Epoch 209/300 | KL Loss: 0.5925 | Sparsity Loss: 3.0791
Epoch 210/300 | KL Loss: 0.5721 | Sparsity Loss: 3.0784
Epoch 211/300 | KL Loss: 0.6031 | Sparsity Loss: 3.0794
Epoch 212/300 | KL Loss: 0.5755 | Sparsity Loss: 3.0793
Epoch 213/300 | KL Loss: 0.5867 | Sparsity Loss: 3.0798
Epoch 214/300 | KL Loss: 0.5770 | Sparsity Loss: 3.0801
Epoch 215/300 | KL Loss: 0.5959 | Sparsity Loss: 3.0799
Epoch 216/300 | KL Loss: 0.5838 | Sparsity Loss: 3.0798
Epoch 217/300 | KL Loss: 0.5962 | Sparsity Loss: 3.0802
Epoch 218/300 | KL Loss: 0.5715 | Sparsity Loss: 3.0790
Epoch 219/300 | KL Loss: 0.5931 | Sparsity Loss: 3.0804
Epoch 220/300 | KL Loss: 0.6042 | Sparsity Loss: 3.0804
Epoch 221/300 | KL Loss: 0.5779 | Sparsity Loss: 3.0795
Epoch 222/300 | KL Loss: 0.5804 | Sparsity Loss: 3.0798
Epoch 223/300 | KL Loss: 0.5915 | Sparsity Loss: 3.0792
Epoch 224/300 | KL Loss: 0.5791 | Sparsity Loss: 3.0799
Epoch 225/300 | KL Loss: 0.5805 | Sparsity Loss: 3.0793
Epoch 226/300 | KL Loss: 0.5991 | Sparsity Loss: 3.0803
Epoch 227/300 | KL Loss: 0.5824 | Sparsity Loss: 3.0797
Epoch 228/300 | KL Loss: 0.5902 | Sparsity Loss: 3.0803
Epoch 229/300 | KL Loss: 0.5874 | Sparsity Loss: 3.0801
Epoch 230/300 | KL Loss: 0.5882 | Sparsity Loss: 3.0796
Epoch 231/300 | KL Loss: 0.5769 | Sparsity Loss: 3.0795
Epoch 232/300 | KL Loss: 0.5791 | Sparsity Loss: 3.0788
Epoch 233/300 | KL Loss: 0.5789 | Sparsity Loss: 3.0799
Epoch 234/300 | KL Loss: 0.5712 | Sparsity Loss: 3.0803
Epoch 235/300 | KL Loss: 0.5764 | Sparsity Loss: 3.0796
Epoch 236/300 | KL Loss: 0.5851 | Sparsity Loss: 3.0796
Epoch 237/300 | KL Loss: 0.5810 | Sparsity Loss: 3.0802
Epoch 238/300 | KL Loss: 0.5766 | Sparsity Loss: 3.0794
Epoch 239/300 | KL Loss: 0.5823 | Sparsity Loss: 3.0797
Epoch 240/300 | KL Loss: 0.5890 | Sparsity Loss: 3.0801
Epoch 241/300 | KL Loss: 0.5785 | Sparsity Loss: 3.0783
Epoch 242/300 | KL Loss: 0.5796 | Sparsity Loss: 3.0777
Epoch 243/300 | KL Loss: 0.5733 | Sparsity Loss: 3.0797
Epoch 244/300 | KL Loss: 0.5875 | Sparsity Loss: 3.0803
Epoch 245/300 | KL Loss: 0.5772 | Sparsity Loss: 3.0795
Epoch 246/300 | KL Loss: 0.5741 | Sparsity Loss: 3.0785
Epoch 247/300 | KL Loss: 0.5916 | Sparsity Loss: 3.0787
Epoch 248/300 | KL Loss: 0.5955 | Sparsity Loss: 3.0793
Epoch 249/300 | KL Loss: 0.5752 | Sparsity Loss: 3.0797
Epoch 250/300 | KL Loss: 0.5940 | Sparsity Loss: 3.0797
Epoch 251/300 | KL Loss: 0.5795 | Sparsity Loss: 3.0793
Epoch 252/300 | KL Loss: 0.5897 | Sparsity Loss: 3.0794
Epoch 253/300 | KL Loss: 0.5737 | Sparsity Loss: 3.0794
Epoch 254/300 | KL Loss: 0.5970 | Sparsity Loss: 3.0797
Epoch 255/300 | KL Loss: 0.5803 | Sparsity Loss: 3.0793
Epoch 256/300 | KL Loss: 0.5811 | Sparsity Loss: 3.0791
Epoch 257/300 | KL Loss: 0.5769 | Sparsity Loss: 3.0793
Epoch 258/300 | KL Loss: 0.5780 | Sparsity Loss: 3.0798
Epoch 259/300 | KL Loss: 0.5891 | Sparsity Loss: 3.0797
Epoch 260/300 | KL Loss: 0.5846 | Sparsity Loss: 3.0796
Epoch 261/300 | KL Loss: 0.5763 | Sparsity Loss: 3.0795
Epoch 262/300 | KL Loss: 0.5758 | Sparsity Loss: 3.0799
Epoch 263/300 | KL Loss: 0.5852 | Sparsity Loss: 3.0802
Epoch 264/300 | KL Loss: 0.5771 | Sparsity Loss: 3.0799
Epoch 265/300 | KL Loss: 0.5792 | Sparsity Loss: 3.0789
Epoch 266/300 | KL Loss: 0.5775 | Sparsity Loss: 3.0789
Epoch 267/300 | KL Loss: 0.5955 | Sparsity Loss: 3.0786
Epoch 268/300 | KL Loss: 0.5926 | Sparsity Loss: 3.0796
Epoch 269/300 | KL Loss: 0.5790 | Sparsity Loss: 3.0792
Epoch 270/300 | KL Loss: 0.5938 | Sparsity Loss: 3.0793
Epoch 271/300 | KL Loss: 0.5692 | Sparsity Loss: 3.0790
Epoch 272/300 | KL Loss: 0.5892 | Sparsity Loss: 3.0794
Epoch 273/300 | KL Loss: 0.5859 | Sparsity Loss: 3.0809
Epoch 274/300 | KL Loss: 0.5869 | Sparsity Loss: 3.0798
Epoch 275/300 | KL Loss: 0.5902 | Sparsity Loss: 3.0769
Epoch 276/300 | KL Loss: 0.5727 | Sparsity Loss: 3.0755
Epoch 277/300 | KL Loss: 0.5851 | Sparsity Loss: 3.0748
Epoch 278/300 | KL Loss: 0.5765 | Sparsity Loss: 3.0744
Epoch 279/300 | KL Loss: 0.5822 | Sparsity Loss: 3.0747
Epoch 280/300 | KL Loss: 0.5748 | Sparsity Loss: 3.0740
Epoch 281/300 | KL Loss: 0.5840 | Sparsity Loss: 3.0739
Epoch 282/300 | KL Loss: 0.5813 | Sparsity Loss: 3.0742
Epoch 283/300 | KL Loss: 0.5785 | Sparsity Loss: 3.0738
Epoch 284/300 | KL Loss: 0.5705 | Sparsity Loss: 3.0744
Epoch 285/300 | KL Loss: 0.5888 | Sparsity Loss: 3.0748
Epoch 286/300 | KL Loss: 0.5798 | Sparsity Loss: 3.0739
Epoch 287/300 | KL Loss: 0.5900 | Sparsity Loss: 3.0740
Epoch 288/300 | KL Loss: 0.5930 | Sparsity Loss: 3.0740
Epoch 289/300 | KL Loss: 0.5877 | Sparsity Loss: 3.0744
Epoch 290/300 | KL Loss: 0.5794 | Sparsity Loss: 3.0740
Epoch 291/300 | KL Loss: 0.5808 | Sparsity Loss: 3.0736
Epoch 292/300 | KL Loss: 0.5926 | Sparsity Loss: 3.0732
Epoch 293/300 | KL Loss: 0.5841 | Sparsity Loss: 3.0738
Epoch 294/300 | KL Loss: 0.5761 | Sparsity Loss: 3.0740
Epoch 295/300 | KL Loss: 0.5839 | Sparsity Loss: 3.0738
Epoch 296/300 | KL Loss: 0.5797 | Sparsity Loss: 3.0739
Epoch 297/300 | KL Loss: 0.5989 | Sparsity Loss: 3.0738
Epoch 298/300 | KL Loss: 0.5836 | Sparsity Loss: 3.0738
Epoch 299/300 | KL Loss: 0.5777 | Sparsity Loss: 3.0741
Epoch 300/300 | KL Loss: 0.5877 | Sparsity Loss: 3.0736
Masks saved to exp2_heads_mlp_overpruned/masks/all_300ep_l01_mask.pt
Training checkpoint saved to exp2_heads_mlp_overpruned/masks/all_300ep_l01_checkpoint.pt
Done! Final mask saved to exp2_heads_mlp_overpruned/masks/all_300ep_l01_mask.pt
Checkpoint saved to exp2_heads_mlp_overpruned/masks/all_300ep_l01_checkpoint.pt
