epoch,avg_loss,avg_kl_loss,avg_sparsity_loss,avg_task_loss,val_accuracy,val_kl_div,val_logit_diff
1,0.015553220773914031,0.040396980941295624,0.0059370375238358974,0.1578637191227504,,,
2,0.02974157833627292,0.03793376710798059,0.01978574081190995,0.1809687273842948,,,
3,0.04129133905683245,0.03873270829873426,0.033629684043782096,0.14813007627214705,,,
4,0.05342638173273632,0.030551004090479443,0.04747019282409123,0.13604298659733363,,,
5,0.06633586117199489,0.03756510280072689,0.061306439872298925,0.12432980537414551,,,
6,0.07967640991721835,0.03349691656019006,0.07513682224920817,0.13243164334978377,,,
7,0.09344558311360222,0.034399115081344335,0.08895940546478544,0.14428385666438512,,,
8,0.16142198869160243,0.8858416554118905,0.10277349395411355,0.3899017402103969,,,
9,0.11854467434542519,0.03125869163445064,0.11657789988177163,0.1246547017778669,,,
10,0.13073121862752096,0.0362561180123261,0.13036993997437613,0.10133942535945348,,,
11,0.14359979331493378,0.03472981069769178,0.14414615290505545,0.09848928451538086,,,
12,0.15628920708383834,0.039088167782340734,0.15790738591126033,0.08645566872188024,,,
13,0.17044127413204738,0.042223334312438965,0.1716505182640893,0.10524242264883858,,,
14,0.22312124286379134,0.6720514108559915,0.18537040480545589,0.26833573409489225,,,
15,0.19513822666236333,0.03665919043123722,0.19906953615801676,0.08378420557294573,,,
16,0.20626613071986608,0.033628217077680995,0.21273637030805861,0.049703359603881836,,,
17,0.2200399317911693,0.035579966115100045,0.2263560550553458,0.06445370401654925,,,
18,0.23205754799502237,0.042333346126335006,0.23991030028888158,0.04052203042166574,,,
19,0.24660303550107138,0.04403219372034073,0.2533953679459436,0.07351664134434291,,,
20,0.2586341883455004,0.04391981874193464,0.2667880058288574,0.05979199068886893,,,
21,0.27056269134793964,0.04196472891739437,0.28004477279526846,0.048438446862357,,,
22,0.28372968094689505,0.054036251668419154,0.29313644766807556,0.05096500260489328,,,
23,0.29515379667282104,0.05195974398936544,0.30604530232293264,0.03625542776925223,,,
24,0.3070716985634395,0.06076859363487789,0.3186955579689571,0.025449957166399275,,,
25,0.3180940406663077,0.05034374605332102,0.33104200448308674,0.021739040102277483,,,
26,0.3295020077909742,0.04700190041746412,0.34304107086999075,0.02525792803083147,,,
27,0.385622854743685,0.8114889918693474,0.3546212783881596,0.16316405364445277,,,
28,0.3506562922682081,0.053632648927824836,0.3657106970037733,0.010990108762468611,,,
29,0.36108220900808063,0.06310824251600675,0.37630512033190044,0.008738654000418527,,,
30,0.4128246435097286,0.6980053723922798,0.3863682917186192,0.2174900940486363,,,
31,0.3793789744377136,0.06256865976112229,0.39585844959531513,0.003700460706438337,,,
32,0.3882216215133667,0.06961431780031749,0.4047421557562692,0.004717281886509487,,,
33,0.3957653982298715,0.06530422504459109,0.4129920559270041,0.0031548908778599332,,,
34,0.4029559961387089,0.06373136171272822,0.4206095337867737,0.0038075106484549387,,,
35,0.40953261511666433,0.06686089666826385,0.427567971604211,0.0,,,
36,0.45776563031332834,0.7007347808352539,0.43381546650614056,0.21208391870771134,,,
37,0.42081134234155926,0.07064001475061689,0.43924141781670706,0.0,,,
38,0.4253733881882259,0.07529849452631814,0.4437944293022156,7.51359122140067e-05,,,
39,0.4291671471936362,0.08104385648454938,0.44747333441461834,0.0003058229173932757,,,
40,0.47915058050836834,0.7909647896885872,0.4502691243376051,0.2369335378919329,,,
41,0.43388072507722036,0.08275164238044194,0.4521682730742863,0.003665719713483538,,,
42,0.4346523029463632,0.08213079401424953,0.4531999485833304,0.00011624608721051897,,,
43,0.4352945515087673,0.08984992227384023,0.453414614711489,0.0011635167258126394,,,
44,0.4349450809614999,0.09063052173171725,0.4529417966093336,0.0023770672934395926,,,
45,0.4903213552066258,0.8571330894316945,0.4518722764083317,0.36372085980006624,,,
46,0.4326514346258981,0.09522193563835961,0.45026640806879314,0.002745134489876883,,,
47,0.4309333009379251,0.0939111624445234,0.4482318503516061,0.00834965705871582,,,
48,0.42849854486329214,0.09770165490252632,0.44579327532223295,0.0021972315652029856,,,
49,0.42626531209264484,0.10382196307182312,0.442840256861278,0.0075195857456752235,,,
50,0.423026089157377,0.10304818195956093,0.4394663827759879,0.007612534931727818,1.0,0.05475619338218403,3.774838233480648
51,0.4193889115537916,0.10635023776973997,0.4357268512248993,0.0026178700583321707,,,
52,0.4157475914273943,0.11193690448999405,0.4316011241504124,0.0025937557220458984,,,
53,0.4119448704378946,0.11050584380115781,0.42711873991148813,0.013135467256818498,,,
54,0.4072531632014683,0.10949308531624931,0.4224245420524052,0.009503943579537528,,,
55,0.45999787960733685,0.8783538586327008,0.41767105885914396,0.38585376739501953,,,
56,0.4452592815671648,0.8170559885246413,0.4130293769495828,0.24057156699044363,,,
57,0.39452498725482393,0.12751175995383943,0.4084133505821228,0.0031345912388392855,,,
58,0.4905109107494354,1.7057633538331305,0.40369440402303425,0.4342612198420933,,,
59,0.38575765916279386,0.13413042787994658,0.398870587348938,0.002481767109462193,,,
60,0.42341420905930655,0.7539045384952,0.39408636944634573,0.22673865727015904,,,
61,0.4332247120993478,0.8976446943623679,0.3892327334199633,0.37142763819013325,,,
62,0.37216866867882864,0.1356510796717235,0.38421521868024555,0.007633311407906669,,,
63,0.3679497923169817,0.14065817424229213,0.37906516449792044,0.016099521092006137,,,
64,0.36290966612952097,0.14796622629676545,0.37382824080330984,0.0074906860079084125,,,
65,0.35866561106273104,0.14222354122570582,0.3686104416847229,0.02749044554574149,,,
66,0.4083785627569471,0.8925286105700901,0.36348821009908405,0.36876678466796875,,,
67,0.4122755229473114,1.0985726001007217,0.35854351946285795,0.3346111604145595,,,
68,0.3846812035356249,0.7702411434480122,0.35376165168625967,0.20191158567156112,,,
69,0.3819107115268707,0.7757566741534642,0.3492798124040876,0.22614129952022008,,,
70,0.33798615421567646,0.17441821098327637,0.34507142645972116,0.028947762080601284,,,
71,0.3337793605668204,0.17237262108496257,0.3411371580192021,0.021608761378696988,,,
72,0.32902927909578594,0.16677203242267882,0.3368736633232662,0.013213975088936942,,,
73,0.32237684300967623,0.17632219408239638,0.3293572579111372,0.013426780700683594,,,
74,0.31482756563595365,0.16909027312483108,0.3217071422508785,0.015025343213762556,,,
75,0.30836483410426546,0.1723942043525832,0.31437891721725464,0.02170307295663016,,,
76,0.302369692495891,0.18152022468192236,0.30742843661989483,0.02473350933619908,,,
77,0.29543900915554594,0.180989037667002,0.30080858724457876,0.012428130422319685,,,
78,0.28956401348114014,0.18358199085508073,0.29445023621831623,0.013143862996782576,,,
79,0.284400748355048,0.18145862434591567,0.28844854661396574,0.02603403159550258,,,
80,0.279524918113436,0.1914942924465452,0.28279954195022583,0.025812762124197825,,,
81,0.27410097207341877,0.19550678133964539,0.27747502071516855,0.014487334660121374,,,
82,0.26911323411124094,0.19322993287018367,0.2723587623664311,0.014218262263706751,,,
83,0.2651864928858621,0.19862415747983114,0.2674754559993744,0.023072106497628347,,,
84,0.3047193203653608,0.9346088724476951,0.2628426764692579,0.16576692036220006,,,
85,0.2577239913599832,0.21007631293364934,0.2584711526121412,0.033451625279017856,,,
86,0.2527309762580054,0.2106941853250776,0.2543260710580008,0.011730279241289412,,,
87,0.24883353071553366,0.20613437571695872,0.2503399189029421,0.014077765601021903,,,
88,0.24584442164216722,0.2080819798367364,0.24655893445014954,0.024186798504420688,,,
89,0.24225143449647085,0.2179021963051387,0.24295573149408614,0.010967663356236048,,,
90,0.23932671972683497,0.21398974316460745,0.2395313254424504,0.021449565887451172,,,
91,0.23657327464648656,0.21698794407503946,0.2362607227904456,0.02552379880632673,,,
92,0.2332370217357363,0.217255528484072,0.23313677736691066,0.017886229923793247,,,
93,0.23135916037218912,0.22234541816370829,0.2301157968384879,0.03263768127986363,,,
94,0.22850796154567174,0.21810240404946463,0.22725682599203928,0.03417721816471645,,,
95,0.2251831101519721,0.21602652541228703,0.22454378008842468,0.021303858075823103,,,
96,0.22261553577014379,0.22184904984065465,0.2219272745507104,0.013843434197562081,,,
97,0.22042561428887503,0.21298788275037492,0.21940765636307852,0.02677898747580392,,,
98,0.21843232640198298,0.22303485870361328,0.2170177059514182,0.022275328636169434,,,
99,0.2160228852714811,0.22052778729370662,0.2147584025348936,0.019520282745361328,,,
100,0.21448858508041926,0.23014179297855922,0.21259707638195582,0.02028543608529227,0.9387755102040817,0.29788245829645865,3.7241904005712394
101,0.26709750507559094,0.9682955592870712,0.21054031593458994,0.3733884607042585,,,
102,0.21062031814030238,0.22796525274004256,0.20862471631595067,0.020571555410112654,,,
103,0.2093138439314706,0.22982128603117807,0.20684287590639933,0.026440961020333425,,,
104,0.20783923353467668,0.23980018496513367,0.20516851118632726,0.01878282002040318,,,
105,0.2059590539761952,0.2292622604540416,0.20356867143086024,0.022114106587001255,,,
