granularity,granularity_label,lambda_sparsity,task,seed,num_epochs,training_time_seconds,trainable_gate_params,baseline_accuracy,baseline_logit_diff,final_accuracy,final_logit_diff,final_kl_div,final_exact_match,accuracy_drop,final_train_loss,final_train_kl,final_train_sparsity,compression_ratio,reduction_percentage,active_prunable_params,total_prunable_params,effective_compression,pruned_pct_attention_heads,active_attention_heads,total_attention_heads,pruned_pct_attention_blocks,active_attention_blocks,total_attention_blocks,pruned_pct_attention_neurons,active_attention_neurons,total_attention_neurons,pruned_pct_mlp_blocks,active_mlp_blocks,total_mlp_blocks,pruned_pct_mlp_hidden,active_mlp_hidden,total_mlp_hidden,pruned_pct_mlp_output,active_mlp_output,total_mlp_output,sparsity_attention_heads,sparsity_total_sparsity,sparsity_mlp_blocks,sparsity_mlp_hidden,sparsity_mlp_output,sparsity_attention_neurons,sparsity_attention_blocks
attention_heads,Attn Heads,0.95,ioi,42,500,305.0039885044098,145,1.0,3.2342616855305075,0.9191402251791198,4.149632773111396,0.3871426581230659,0.6755373592630501,0.08085977482088025,0.2787254623004368,0.48181244092328207,0.24433756726128714,1.0,0.0,85017600,85017600,1.0,75.69444444444444,35,144,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.93204927444458,0.24433743953704834,,,,,
mlp_blocks,MLP Blocks,0.95,ioi,42,500,304.75010538101196,13,1.0,3.2342616855305075,0.9406345957011258,2.78752516138395,0.2614427680128703,0.7584442169907881,0.05936540429887416,0.596651920250484,0.6240508471216474,0.582794725894928,1.3845287974485647,27.773261065943995,61405440,85017600,1.2341833556964095,0.0,0,0,0.0,0,0,0.0,0,0,41.66666666666667,7,12,0.0,0,0,0.0,0,0,,0.5827946662902832,6.993535995483398,,,,
mlp_hidden,MLP Hidden,0.95,ioi,42,500,309.344614982605,36865,1.0,3.2342616855305075,0.9611054247697032,3.7631640165830706,0.28094713419805467,0.7523029682702149,0.038894575230296824,0.11354246096951622,0.23780022135802678,0.10612941426890236,2.520345277484597,60.32289667080699,33732521,85017600,1.7006962985394196,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,90.51378038194444,3497,36864,0.0,0,0,,0.10612866282463074,,1.2735439538955688,,,
mlp_output,MLP Output,0.95,ioi,42,500,305.1032977104187,9217,1.0,3.2342616855305075,0.9058341862845445,2.659757049935379,0.34095871260536487,0.6704196519959058,0.09416581371545552,0.2894507944583893,0.4892559860433851,0.27757923517908367,1.3189988971883633,24.184925239009335,64456157,85017600,1.197920122926723,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,72.60199652777779,2525,9216,,0.2775788903236389,,,3.330946683883667,,
attention_neurons,Attn Neurons,0.95,ioi,42,500,304.6001486778259,9217,1.0,3.2342616855305075,0.9477993858751279,3.899786954038341,0.33892395004378434,0.7113613101330604,0.05220061412487209,0.15101482825619833,0.2569806660924639,0.14436856550829752,1.4011047483910202,28.62774884259259,60678975,85017600,1.2431178478959228,0.0,0,0,0.0,0,0,85.88324652777779,1301,9216,0.0,0,0,0.0,0,0,0.0,0,0,,0.14436832070350647,,,,1.732419729232788,
attention_blocks,Attn Blocks,0.95,ioi,42,500,303.89887857437134,13,1.0,3.2342616855305075,0.5680655066530195,0.3739059549759208,1.6741615119890645,0.15250767656090072,0.43193449334698053,0.7627667529242379,4.172967059271676,0.4984196126461029,1.2000780538571614,16.672086720867206,70843392,85017600,1.1285460409130452,0.0,0,0,50.0,6,12,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,,0.4984193742275238,,,,,5.981032371520996
all,All (combined),0.95,ioi,42,500,353.1821324825287,55465,1.0,3.2342616855305075,0.8822927328556807,2.7345479850027186,0.33648747830301856,0.7113613101330604,0.11770726714431934,0.5772218448775155,0.3130165593964713,0.5898918764931815,2.6235559388651626,61.8837934733514,32405484,85017600,1.7319115936992027,71.52777777777779,41,144,41.66666666666667,7,12,78.92795138888889,1942,9216,8.333333333333332,11,12,44.91373697916667,20307,36864,38.07508680555556,5707,9216,4.26945161819458,0.5898871421813965,10.971680641174316,7.911395072937012,8.15688419342041,3.715254068374634,7.447204113006592
