epoch,avg_loss,avg_kl_loss,avg_sparsity_loss,avg_task_loss,val_accuracy,val_kl_div,val_logit_diff
1,0.44737412674086435,1.1865606158971786,0.005934008131069797,0.7813294785363334,,,
2,0.6666734048298427,1.9532631124768938,0.01977655664086342,0.9416106598717826,,,
3,0.6868595289332526,1.7968538062913078,0.03362381990466799,1.1400399037769862,,,
4,0.3115955357040678,0.5694549403020314,0.04747757528509412,0.6518802983420235,,,
5,0.5001196712255478,1.1390253837619508,0.06133683770895004,0.8724574872425624,,,
6,0.4519233512026923,0.9595999888011387,0.07519827357360295,0.7899320636476789,,,
7,0.4549766629934311,1.0297074360506875,0.0890638998576573,0.6856354475021362,,,
8,0.25859894497053965,0.401543317096574,0.10293146861451012,0.3932435853140695,,,
9,0.7082108025039945,1.8471288510731287,0.11679688841104507,0.8981743710381644,,,
10,0.42726297463689533,1.0223532574517387,0.13065929604428156,0.42654470035008024,,,
11,0.29253525180476053,0.44085269208465305,0.14452266905988967,0.36150368622371126,,,
12,0.7217887129102435,1.7988981817449843,0.15838286493505752,0.8635108470916748,,,
13,0.20867922476359776,0.20524711268288748,0.17224638164043427,0.12892304147992814,,,
14,0.33248914565358845,0.39322914608887266,0.18610603043011256,0.4434685366494315,,,
15,0.2815938889980316,0.2727960997394153,0.19996480643749237,0.2899646588734218,,,
16,0.36033560974257334,0.5816932639905384,0.21382079805646623,0.28330446992601666,,,
17,0.33986278091158184,0.40676428377628326,0.22767384776047297,0.3195270981107439,,,
18,0.2551269956997463,0.23501060264451162,0.2415278000491006,0.06695808683122907,,,
19,0.34214963231767925,0.35774892355714527,0.2553798279591969,0.2832745143345424,,,
20,0.3964077489716666,0.4281427391937801,0.2692368711744036,0.40629805837358746,,,
21,0.2966054379940033,0.24869401540075028,0.28308994855199543,0.09446484701974052,,,
22,0.29530124579157147,0.1976645439863205,0.29693603515625,0.09200578076498848,,,
23,0.6855457084519523,1.4450616304363524,0.3107780260699136,0.5313505445207868,,,
24,0.5887754942689624,1.137123703956604,0.32461785418646677,0.3615281581878662,,,
25,0.3868532691683088,0.3617388478347233,0.3384614033358438,0.19179749488830566,,,
26,0.48956009319850374,0.47307775914669037,0.35231088740485056,0.489229645047869,,,
27,0.4586143323353359,0.4900337202208383,0.3661652845995767,0.2870162044252668,,,
28,0.6450688285487038,1.1238912045955658,0.38002445442335947,0.43410825729370117,,,
29,0.36567998783929007,0.21861596086195537,0.3938715585640499,0.04995979581560407,,,
30,0.3831871747970581,0.24791382466043746,0.4077087938785553,0.050809996468680244,,,
31,0.6597641110420227,0.9466387118612017,0.42154256786618916,0.5336664404187884,,,
32,0.70723871248109,1.0993035031216485,0.43536603450775146,0.5443856716156006,,,
33,0.43239544544901165,0.29396201031548636,0.4491882749966213,0.0805915083203997,,,
34,0.4346007023538862,0.28436564547675,0.4630109667778015,0.05237753050667899,,,
35,0.42875406571796965,0.23025557611669814,0.4768331561769758,0.032892823219299316,,,
36,0.4516984352043697,0.23505023547581264,0.4906564610345023,0.08245951788766044,,,
37,0.7151557121958051,1.091737259711538,0.5044750698975154,0.34909638336726595,,,
38,0.7270020289080483,1.0753658562898636,0.5182899066380092,0.3705336366380964,,,
39,0.6879699145044599,1.0262523932116372,0.5321065442902702,0.19858033316476004,,,
40,0.46406675236565725,0.17409616070134298,0.5459265198026385,0.008009229387555803,,,
41,0.5056882585797992,0.25119769147464205,0.5597437449863979,0.068299514906747,,,
42,0.7215258223669869,1.0041030368634634,0.5735527873039246,0.2271078314099993,,,
43,0.5189423901694161,0.259978178356375,0.5873514839581081,0.023332936423165456,,,
44,0.5217395765440804,0.22175409964152745,0.6011463744299752,0.026473215648106167,,,
45,0.7327584624290466,0.9767972209623882,0.6149384209087917,0.16178597722734725,,,
46,0.5673442142350333,0.3019011318683624,0.628720726285662,0.05403522082737514,,,
47,0.6256897108895438,0.3732840801988329,0.642510678086962,0.19446682929992676,,,
48,0.5655977811132159,0.22153290254729135,0.6562965767724174,0.0316580023084368,,,
49,0.646355824811118,0.3294483082635062,0.6700731515884399,0.23521460805620467,,,
50,0.6064841321536473,0.2619446473462241,0.6838279111044747,0.07813317435128349,1.0,0.003650856883618284,3.123683656964983
51,0.848921639578683,1.0117076252188002,0.6975743770599365,0.35852132524762836,,,
52,0.6020521947315761,0.19568466075829097,0.7113260115895953,0.029980080468314036,,,
53,0.6170733911650521,0.21887015232018062,0.725076036793845,0.026194163731166294,,,
54,0.6184902446610587,0.1831303366592952,0.7388204336166382,0.020889367376055037,,,
55,0.660988586289542,0.2971501925161907,0.7525603686060224,0.04842455046517508,,,
56,0.6797192692756653,0.37418019665139063,0.7663109728268215,0.007278851100376674,,,
57,0.6953779033252171,0.2685000023671559,0.7800533516066415,0.13521807534354074,,,
58,0.6800472055162702,0.24086483035768783,0.7937799777303424,0.04743623733520508,,,
59,0.7016498531614032,0.2594688619886126,0.8074862446103778,0.07763341494968959,,,
60,0.6868720054626465,0.2170818511928831,0.8211718116487775,0.007202029228210449,,,
61,0.6940731576510838,0.1836495463337217,0.8348360913140433,0.02557359422956194,,,
62,0.713800481387547,0.2355443313717842,0.8484796796526227,0.014361143112182617,,,
63,0.714749915259225,0.1964662383709635,0.8621202026094709,0.010674987520490373,,,
64,0.9157836522374835,0.8408659462417875,0.8757600103105817,0.21277703557695662,,,
65,0.7359994053840637,0.2026588852916445,0.8893901194844928,0.0049948351723807195,,,
66,0.949153048651559,0.9489050379821232,0.9030220764023917,0.15914361817496164,,,
67,0.7679429054260254,0.24092234671115875,0.916657166821616,0.014782684189932687,,,
68,0.7741425888878959,0.23095585192952836,0.9302963699613299,0.005323818751743862,,,
