epoch,avg_loss,avg_kl_loss,avg_sparsity_loss,avg_task_loss,val_accuracy,val_kl_div,val_logit_diff
1,0.08307400190581878,0.6328728822991252,0.00453130598179996,0.0,,,
2,0.06653017752493422,0.4313133644560973,0.014418294886127114,0.0,,,
3,0.051656878708551325,0.24310711522897085,0.024306844919919968,0.0,,,
4,0.05720787215977907,0.21829778825243315,0.03419502746934692,0.0,,,
5,0.046454333079357944,0.06309905493011077,0.04407651567210754,0.0,,,
6,0.07597408040116231,0.23010001921405396,0.05395609078307947,0.0,,,
7,0.10769680359711249,0.4147563815737764,0.06383114773780107,0.0,,,
8,0.07396113251646359,0.07584308894972007,0.07369228266179562,0.0,,,
9,0.08373579817513625,0.08524301523963611,0.08352048136293888,0.0,,,
10,0.09733081671098869,0.1253676414489746,0.09332555842896302,0.0,,,
11,0.09930925692121188,0.07290329473714034,0.1030815380314986,0.0,,,
12,0.1092776320874691,0.08477363859613736,0.11277820107837518,0.0,,,
13,0.11485348952313264,0.06235208082944155,0.1223536916077137,0.0,,,
14,0.16985593363642693,0.4367116231781741,0.13173369194070497,0.0,,,
15,0.13711077347397804,0.11082018197824557,0.14086656893293062,0.0,,,
16,0.16256357729434967,0.25142833528419334,0.14986861372987428,0.0,,,
17,0.1470989982287089,0.06489438004791737,0.15884251768390337,0.0,,,
18,0.16582481190562248,0.1516812670355042,0.16784531995654106,0.0,,,
19,0.18388502051432928,0.2332000999401013,0.17684001103043556,0.0,,,
20,0.17435256764292717,0.09410486867030461,0.185816523929437,0.0,,,
21,0.17829970146218935,0.06352376161764066,0.19469626744588217,0.0,,,
22,0.22195654610792795,0.3511846922338009,0.20349538574616113,0.0,,,
23,0.20942442740003267,0.1902885598440965,0.21215812489390373,0.0,,,
24,0.1992309441169103,0.05132094972456495,0.22036094466845194,0.0,,,
25,0.2078835740685463,0.07022484252229333,0.2275491046408812,0.0,,,
26,0.23011767491698265,0.2041478008031845,0.23382765303055444,0.0,,,
27,0.21742555623253187,0.05885996529832482,0.24007778242230415,0.0,,,
28,0.22435605650146803,0.0668527577072382,0.2468565305074056,0.0,,,
29,0.22891085470716158,0.053020346288879715,0.2540380656719208,0.0,,,
30,0.2508986070752144,0.18050278226534525,0.26095515489578247,0.0,,,
31,0.24174637347459793,0.06585666909813881,0.2668734739224116,0.0,,,
