MLP block pruning ENABLED (heads + whole MLP blocks).
Initializing Prunable Llama...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 3330.13it/s]
Llama model successfully adapted for pruning with block-level gates.
Initializing Baseline Llama (for KL divergence)...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 3101.35it/s]
[transformers] `use_return_dict` is deprecated! Use `return_dict` instead!

--- TRAINING MASKS ON FRUITS_1 (500 samples) ---
Epoch 1/600 | KL Loss: 0.5348 | Sparsity Loss: 0.0774
Epoch 353/600 | KL Loss: 0.6696 | Sparsity Loss: 1.7374
Epoch 354/600 | KL Loss: 0.7166 | Sparsity Loss: 1.7372
Epoch 355/600 | KL Loss: 0.6816 | Sparsity Loss: 1.7368
Epoch 356/600 | KL Loss: 0.6810 | Sparsity Loss: 1.7396
Epoch 357/600 | KL Loss: 0.6596 | Sparsity Loss: 1.7379
Epoch 358/600 | KL Loss: 0.7124 | Sparsity Loss: 1.7369
Epoch 359/600 | KL Loss: 0.7013 | Sparsity Loss: 1.7373
Epoch 360/600 | KL Loss: 0.6716 | Sparsity Loss: 1.7388
Epoch 361/600 | KL Loss: 0.6590 | Sparsity Loss: 1.7380
Epoch 362/600 | KL Loss: 0.6728 | Sparsity Loss: 1.7376
Epoch 363/600 | KL Loss: 0.6930 | Sparsity Loss: 1.7455
Epoch 364/600 | KL Loss: 0.7488 | Sparsity Loss: 1.7425
Epoch 365/600 | KL Loss: 0.7035 | Sparsity Loss: 1.7400
Epoch 366/600 | KL Loss: 0.6537 | Sparsity Loss: 1.7391
Epoch 367/600 | KL Loss: 0.6532 | Sparsity Loss: 1.7397
Epoch 368/600 | KL Loss: 0.6878 | Sparsity Loss: 1.7392
Epoch 369/600 | KL Loss: 0.6440 | Sparsity Loss: 1.7382
Epoch 370/600 | KL Loss: 0.6278 | Sparsity Loss: 1.7371
Epoch 371/600 | KL Loss: 0.6356 | Sparsity Loss: 1.7368
Epoch 372/600 | KL Loss: 0.6567 | Sparsity Loss: 1.7365
Epoch 373/600 | KL Loss: 0.6512 | Sparsity Loss: 1.7375
Epoch 374/600 | KL Loss: 0.6763 | Sparsity Loss: 1.7383
Epoch 375/600 | KL Loss: 0.6893 | Sparsity Loss: 1.7381
Epoch 376/600 | KL Loss: 0.6545 | Sparsity Loss: 1.7369
Epoch 377/600 | KL Loss: 0.6579 | Sparsity Loss: 1.7366
Epoch 378/600 | KL Loss: 0.6621 | Sparsity Loss: 1.7375
Epoch 379/600 | KL Loss: 0.6578 | Sparsity Loss: 1.7366
Epoch 380/600 | KL Loss: 0.6953 | Sparsity Loss: 1.7359
Epoch 381/600 | KL Loss: 0.7633 | Sparsity Loss: 1.7362
Epoch 382/600 | KL Loss: 0.6642 | Sparsity Loss: 1.7359
Epoch 383/600 | KL Loss: 0.7372 | Sparsity Loss: 1.7358
Epoch 384/600 | KL Loss: 0.6342 | Sparsity Loss: 1.7359
Epoch 385/600 | KL Loss: 0.6311 | Sparsity Loss: 1.7359
Epoch 386/600 | KL Loss: 0.6532 | Sparsity Loss: 1.7356
Epoch 387/600 | KL Loss: 0.6477 | Sparsity Loss: 1.7360
Epoch 388/600 | KL Loss: 0.6641 | Sparsity Loss: 1.7353
Epoch 389/600 | KL Loss: 0.6083 | Sparsity Loss: 1.7344
Epoch 390/600 | KL Loss: 0.6229 | Sparsity Loss: 1.7347
Epoch 391/600 | KL Loss: 0.6373 | Sparsity Loss: 1.7353
Epoch 392/600 | KL Loss: 0.6979 | Sparsity Loss: 1.7355
Epoch 393/600 | KL Loss: 0.6646 | Sparsity Loss: 1.7360
Epoch 394/600 | KL Loss: 0.6888 | Sparsity Loss: 1.7365
Epoch 395/600 | KL Loss: 0.6390 | Sparsity Loss: 1.7359
Epoch 396/600 | KL Loss: 0.6336 | Sparsity Loss: 1.7368
Epoch 397/600 | KL Loss: 0.6519 | Sparsity Loss: 1.7365
Epoch 398/600 | KL Loss: 0.6804 | Sparsity Loss: 1.7356
Epoch 399/600 | KL Loss: 0.7044 | Sparsity Loss: 1.7354
Epoch 400/600 | KL Loss: 0.6826 | Sparsity Loss: 1.7381
Epoch 401/600 | KL Loss: 0.6850 | Sparsity Loss: 1.7399
Epoch 402/600 | KL Loss: 0.6860 | Sparsity Loss: 1.7384
Epoch 403/600 | KL Loss: 0.6736 | Sparsity Loss: 1.7367
Epoch 404/600 | KL Loss: 0.6764 | Sparsity Loss: 1.7358
Epoch 405/600 | KL Loss: 0.7800 | Sparsity Loss: 1.7338
Epoch 406/600 | KL Loss: 0.6958 | Sparsity Loss: 1.7356
Epoch 407/600 | KL Loss: 0.6842 | Sparsity Loss: 1.7361
Epoch 408/600 | KL Loss: 0.6633 | Sparsity Loss: 1.7353
Epoch 409/600 | KL Loss: 0.6816 | Sparsity Loss: 1.7340
Epoch 410/600 | KL Loss: 0.6850 | Sparsity Loss: 1.7343
Epoch 411/600 | KL Loss: 0.7260 | Sparsity Loss: 1.7369
Epoch 412/600 | KL Loss: 0.6387 | Sparsity Loss: 1.7367
Epoch 413/600 | KL Loss: 0.6260 | Sparsity Loss: 1.7381
Epoch 414/600 | KL Loss: 0.6018 | Sparsity Loss: 1.7387
Epoch 415/600 | KL Loss: 0.6405 | Sparsity Loss: 1.7374
Epoch 416/600 | KL Loss: 0.6702 | Sparsity Loss: 1.7355
Epoch 417/600 | KL Loss: 0.6604 | Sparsity Loss: 1.7345
Epoch 418/600 | KL Loss: 0.7283 | Sparsity Loss: 1.7352
Epoch 419/600 | KL Loss: 0.6943 | Sparsity Loss: 1.7357
Epoch 420/600 | KL Loss: 0.6513 | Sparsity Loss: 1.7344
Epoch 421/600 | KL Loss: 0.6737 | Sparsity Loss: 1.7333
Epoch 422/600 | KL Loss: 0.6881 | Sparsity Loss: 1.7334
Epoch 423/600 | KL Loss: 0.6309 | Sparsity Loss: 1.7334
Epoch 424/600 | KL Loss: 0.6921 | Sparsity Loss: 1.7370
Epoch 425/600 | KL Loss: 0.6386 | Sparsity Loss: 1.7425
Epoch 426/600 | KL Loss: 0.6755 | Sparsity Loss: 1.7472
Epoch 427/600 | KL Loss: 0.6957 | Sparsity Loss: 1.7472
Epoch 428/600 | KL Loss: 0.6282 | Sparsity Loss: 1.7512
Epoch 429/600 | KL Loss: 0.6594 | Sparsity Loss: 1.7503
Epoch 430/600 | KL Loss: 0.6540 | Sparsity Loss: 1.7398
Epoch 431/600 | KL Loss: 0.6889 | Sparsity Loss: 1.7360
Epoch 432/600 | KL Loss: 0.7817 | Sparsity Loss: 1.7352
Epoch 433/600 | KL Loss: 0.6726 | Sparsity Loss: 1.7348
Epoch 434/600 | KL Loss: 0.6955 | Sparsity Loss: 1.7334
Epoch 435/600 | KL Loss: 0.6658 | Sparsity Loss: 1.7332
Epoch 436/600 | KL Loss: 0.7351 | Sparsity Loss: 1.7324
Epoch 437/600 | KL Loss: 0.6859 | Sparsity Loss: 1.7325
Epoch 438/600 | KL Loss: 0.7249 | Sparsity Loss: 1.7376
Epoch 439/600 | KL Loss: 0.6662 | Sparsity Loss: 1.7473
Epoch 440/600 | KL Loss: 0.6913 | Sparsity Loss: 1.7380
Epoch 441/600 | KL Loss: 0.7256 | Sparsity Loss: 1.7358
Epoch 442/600 | KL Loss: 0.7000 | Sparsity Loss: 1.7354
Epoch 443/600 | KL Loss: 0.6842 | Sparsity Loss: 1.7346
Epoch 444/600 | KL Loss: 0.6486 | Sparsity Loss: 1.7333
Epoch 445/600 | KL Loss: 0.7113 | Sparsity Loss: 1.7334
Epoch 446/600 | KL Loss: 0.6388 | Sparsity Loss: 1.7340
Epoch 447/600 | KL Loss: 0.6744 | Sparsity Loss: 1.7368
Epoch 448/600 | KL Loss: 0.7065 | Sparsity Loss: 1.7373
Epoch 449/600 | KL Loss: 0.6404 | Sparsity Loss: 1.7374
Epoch 450/600 | KL Loss: 0.7202 | Sparsity Loss: 1.7368
Epoch 451/600 | KL Loss: 0.6720 | Sparsity Loss: 1.7337
Epoch 452/600 | KL Loss: 0.6975 | Sparsity Loss: 1.7329
Epoch 453/600 | KL Loss: 0.6585 | Sparsity Loss: 1.7334
Epoch 454/600 | KL Loss: 0.6654 | Sparsity Loss: 1.7344
Epoch 455/600 | KL Loss: 0.6346 | Sparsity Loss: 1.7371
Epoch 456/600 | KL Loss: 0.6940 | Sparsity Loss: 1.7362
Epoch 457/600 | KL Loss: 0.7148 | Sparsity Loss: 1.7345
Epoch 458/600 | KL Loss: 0.6735 | Sparsity Loss: 1.7349
Epoch 459/600 | KL Loss: 0.6239 | Sparsity Loss: 1.7331
Epoch 460/600 | KL Loss: 0.6787 | Sparsity Loss: 1.7333
Epoch 461/600 | KL Loss: 0.7756 | Sparsity Loss: 1.7299
Epoch 462/600 | KL Loss: 0.6275 | Sparsity Loss: 1.7300
Epoch 463/600 | KL Loss: 0.6999 | Sparsity Loss: 1.7300
Epoch 464/600 | KL Loss: 0.6881 | Sparsity Loss: 1.7296
Epoch 465/600 | KL Loss: 0.6620 | Sparsity Loss: 1.7298
Epoch 466/600 | KL Loss: 0.6401 | Sparsity Loss: 1.7301
Epoch 467/600 | KL Loss: 0.6768 | Sparsity Loss: 1.7302
Epoch 468/600 | KL Loss: 0.6805 | Sparsity Loss: 1.7304
Epoch 469/600 | KL Loss: 0.6713 | Sparsity Loss: 1.7304
Epoch 470/600 | KL Loss: 0.6966 | Sparsity Loss: 1.7302
Epoch 471/600 | KL Loss: 0.6707 | Sparsity Loss: 1.7296
Epoch 472/600 | KL Loss: 0.7115 | Sparsity Loss: 1.7296
Epoch 473/600 | KL Loss: 0.6535 | Sparsity Loss: 1.7301
Epoch 474/600 | KL Loss: 0.6723 | Sparsity Loss: 1.7307
Epoch 475/600 | KL Loss: 0.6378 | Sparsity Loss: 1.7301
Epoch 476/600 | KL Loss: 0.6711 | Sparsity Loss: 1.7298
Epoch 477/600 | KL Loss: 0.7428 | Sparsity Loss: 1.7323
Epoch 478/600 | KL Loss: 0.6743 | Sparsity Loss: 1.7318
Epoch 479/600 | KL Loss: 0.6985 | Sparsity Loss: 1.7310
Epoch 480/600 | KL Loss: 0.6903 | Sparsity Loss: 1.7296
Epoch 481/600 | KL Loss: 0.6529 | Sparsity Loss: 1.7299
Epoch 482/600 | KL Loss: 0.6469 | Sparsity Loss: 1.7306
Epoch 483/600 | KL Loss: 0.6917 | Sparsity Loss: 1.7307
Epoch 484/600 | KL Loss: 0.6591 | Sparsity Loss: 1.7303
Epoch 485/600 | KL Loss: 0.7405 | Sparsity Loss: 1.7302
Epoch 486/600 | KL Loss: 0.6876 | Sparsity Loss: 1.7311
Epoch 487/600 | KL Loss: 0.6729 | Sparsity Loss: 1.7316
Epoch 488/600 | KL Loss: 0.6821 | Sparsity Loss: 1.7317
Epoch 489/600 | KL Loss: 0.6638 | Sparsity Loss: 1.7309
Epoch 490/600 | KL Loss: 0.6799 | Sparsity Loss: 1.7303
Epoch 491/600 | KL Loss: 0.6491 | Sparsity Loss: 1.7305
Epoch 492/600 | KL Loss: 0.6962 | Sparsity Loss: 1.7298
Epoch 493/600 | KL Loss: 0.7030 | Sparsity Loss: 1.7299
Epoch 494/600 | KL Loss: 0.6376 | Sparsity Loss: 1.7299
Epoch 495/600 | KL Loss: 0.6667 | Sparsity Loss: 1.7305
Epoch 496/600 | KL Loss: 0.6962 | Sparsity Loss: 1.7326
Epoch 497/600 | KL Loss: 0.6513 | Sparsity Loss: 1.7329
Epoch 498/600 | KL Loss: 0.6554 | Sparsity Loss: 1.7346
Epoch 499/600 | KL Loss: 0.7046 | Sparsity Loss: 1.7333
Epoch 500/600 | KL Loss: 0.6500 | Sparsity Loss: 1.7332
Epoch 501/600 | KL Loss: 0.6633 | Sparsity Loss: 1.7304
Epoch 502/600 | KL Loss: 0.6760 | Sparsity Loss: 1.7300
Epoch 503/600 | KL Loss: 0.6392 | Sparsity Loss: 1.7317
Epoch 504/600 | KL Loss: 0.6623 | Sparsity Loss: 1.7396
Epoch 505/600 | KL Loss: 0.6508 | Sparsity Loss: 1.7421
Epoch 506/600 | KL Loss: 0.7370 | Sparsity Loss: 1.7440
Epoch 507/600 | KL Loss: 0.6766 | Sparsity Loss: 1.7491
Epoch 508/600 | KL Loss: 0.6811 | Sparsity Loss: 1.7428
Epoch 509/600 | KL Loss: 0.6942 | Sparsity Loss: 1.7462
Epoch 510/600 | KL Loss: 0.6478 | Sparsity Loss: 1.7451
Epoch 511/600 | KL Loss: 0.6863 | Sparsity Loss: 1.7419
Epoch 512/600 | KL Loss: 0.6712 | Sparsity Loss: 1.7391
Epoch 513/600 | KL Loss: 0.6693 | Sparsity Loss: 1.7348
Epoch 514/600 | KL Loss: 0.6712 | Sparsity Loss: 1.7323
Epoch 515/600 | KL Loss: 0.6969 | Sparsity Loss: 1.7308
Epoch 516/600 | KL Loss: 0.6869 | Sparsity Loss: 1.7306
Epoch 517/600 | KL Loss: 0.6588 | Sparsity Loss: 1.7309
Epoch 518/600 | KL Loss: 0.6541 | Sparsity Loss: 1.7315
Epoch 519/600 | KL Loss: 0.6655 | Sparsity Loss: 1.7320
Epoch 520/600 | KL Loss: 0.6529 | Sparsity Loss: 1.7326
Epoch 521/600 | KL Loss: 0.6427 | Sparsity Loss: 1.7325
Epoch 522/600 | KL Loss: 0.6777 | Sparsity Loss: 1.7298
Epoch 523/600 | KL Loss: 0.6833 | Sparsity Loss: 1.7293
Epoch 524/600 | KL Loss: 0.6659 | Sparsity Loss: 1.7294
Epoch 525/600 | KL Loss: 0.7142 | Sparsity Loss: 1.7293
Epoch 526/600 | KL Loss: 0.6501 | Sparsity Loss: 1.7294
Epoch 527/600 | KL Loss: 0.6483 | Sparsity Loss: 1.7295
Epoch 528/600 | KL Loss: 0.6576 | Sparsity Loss: 1.7301
Epoch 529/600 | KL Loss: 0.7369 | Sparsity Loss: 1.7302
Epoch 530/600 | KL Loss: 0.6465 | Sparsity Loss: 1.7303
Epoch 531/600 | KL Loss: 0.6636 | Sparsity Loss: 1.7320
Epoch 532/600 | KL Loss: 0.7055 | Sparsity Loss: 1.7330
Epoch 533/600 | KL Loss: 0.6628 | Sparsity Loss: 1.7400
Epoch 534/600 | KL Loss: 0.6359 | Sparsity Loss: 1.7429
Epoch 535/600 | KL Loss: 0.6730 | Sparsity Loss: 1.7442
Epoch 536/600 | KL Loss: 0.6340 | Sparsity Loss: 1.7387
Epoch 537/600 | KL Loss: 0.6587 | Sparsity Loss: 1.7388
Epoch 538/600 | KL Loss: 0.6783 | Sparsity Loss: 1.7370
Epoch 539/600 | KL Loss: 0.6608 | Sparsity Loss: 1.7344
Epoch 540/600 | KL Loss: 0.6478 | Sparsity Loss: 1.7372
Epoch 541/600 | KL Loss: 0.6998 | Sparsity Loss: 1.7352
Epoch 542/600 | KL Loss: 0.6669 | Sparsity Loss: 1.7353
Epoch 543/600 | KL Loss: 0.6696 | Sparsity Loss: 1.7342
Epoch 544/600 | KL Loss: 0.6611 | Sparsity Loss: 1.7380
Epoch 545/600 | KL Loss: 0.6567 | Sparsity Loss: 1.7406
Epoch 546/600 | KL Loss: 0.6735 | Sparsity Loss: 1.7405
Epoch 547/600 | KL Loss: 0.7352 | Sparsity Loss: 1.7362
Epoch 548/600 | KL Loss: 0.6548 | Sparsity Loss: 1.7354
Epoch 549/600 | KL Loss: 0.7844 | Sparsity Loss: 1.7347
Epoch 550/600 | KL Loss: 0.7154 | Sparsity Loss: 1.7331
Epoch 551/600 | KL Loss: 0.6245 | Sparsity Loss: 1.7322
Epoch 552/600 | KL Loss: 0.6434 | Sparsity Loss: 1.7385
Epoch 553/600 | KL Loss: 0.6550 | Sparsity Loss: 1.7393
Epoch 554/600 | KL Loss: 0.6506 | Sparsity Loss: 1.7367
Epoch 555/600 | KL Loss: 0.7021 | Sparsity Loss: 1.7378
Epoch 556/600 | KL Loss: 0.6257 | Sparsity Loss: 1.7365
Epoch 557/600 | KL Loss: 0.6599 | Sparsity Loss: 1.7347
Epoch 558/600 | KL Loss: 0.6591 | Sparsity Loss: 1.7353
Epoch 559/600 | KL Loss: 0.6237 | Sparsity Loss: 1.7377
Epoch 560/600 | KL Loss: 0.6393 | Sparsity Loss: 1.7389
Epoch 561/600 | KL Loss: 0.6487 | Sparsity Loss: 1.7362
Epoch 562/600 | KL Loss: 0.7451 | Sparsity Loss: 1.7341
Epoch 563/600 | KL Loss: 0.6576 | Sparsity Loss: 1.7351
Epoch 564/600 | KL Loss: 0.6773 | Sparsity Loss: 1.7369
Epoch 565/600 | KL Loss: 0.6558 | Sparsity Loss: 1.7357
Epoch 566/600 | KL Loss: 0.6396 | Sparsity Loss: 1.7338
Epoch 567/600 | KL Loss: 0.6427 | Sparsity Loss: 1.7316
Epoch 568/600 | KL Loss: 0.7199 | Sparsity Loss: 1.7310
Epoch 569/600 | KL Loss: 0.6382 | Sparsity Loss: 1.7292
Epoch 570/600 | KL Loss: 0.6328 | Sparsity Loss: 1.7300
Epoch 571/600 | KL Loss: 0.6249 | Sparsity Loss: 1.7305
Epoch 572/600 | KL Loss: 0.7037 | Sparsity Loss: 1.7292
Epoch 573/600 | KL Loss: 0.6613 | Sparsity Loss: 1.7276
Epoch 574/600 | KL Loss: 0.6943 | Sparsity Loss: 1.7276
Epoch 575/600 | KL Loss: 0.6719 | Sparsity Loss: 1.7274
Epoch 576/600 | KL Loss: 0.6925 | Sparsity Loss: 1.7277
Epoch 577/600 | KL Loss: 0.6544 | Sparsity Loss: 1.7284
Epoch 578/600 | KL Loss: 0.6886 | Sparsity Loss: 1.7288
Epoch 579/600 | KL Loss: 0.6470 | Sparsity Loss: 1.7289
Epoch 580/600 | KL Loss: 0.7057 | Sparsity Loss: 1.7289
Epoch 581/600 | KL Loss: 0.6546 | Sparsity Loss: 1.7287
Epoch 582/600 | KL Loss: 0.7493 | Sparsity Loss: 1.7289
Epoch 583/600 | KL Loss: 0.6794 | Sparsity Loss: 1.7285
Epoch 584/600 | KL Loss: 0.6541 | Sparsity Loss: 1.7286
Epoch 585/600 | KL Loss: 0.6558 | Sparsity Loss: 1.7288
Epoch 586/600 | KL Loss: 0.6620 | Sparsity Loss: 1.7290
Epoch 587/600 | KL Loss: 0.6931 | Sparsity Loss: 1.7305
Epoch 588/600 | KL Loss: 0.6660 | Sparsity Loss: 1.7339
Epoch 589/600 | KL Loss: 0.6403 | Sparsity Loss: 1.7362
Epoch 590/600 | KL Loss: 0.6454 | Sparsity Loss: 1.7496
Epoch 591/600 | KL Loss: 0.6945 | Sparsity Loss: 1.7592
Epoch 592/600 | KL Loss: 0.6760 | Sparsity Loss: 1.7488
Epoch 593/600 | KL Loss: 0.6737 | Sparsity Loss: 1.7410
Epoch 594/600 | KL Loss: 0.7106 | Sparsity Loss: 1.7346
Epoch 595/600 | KL Loss: 0.7262 | Sparsity Loss: 1.7322
Epoch 596/600 | KL Loss: 0.6484 | Sparsity Loss: 1.7342
Epoch 597/600 | KL Loss: 0.6741 | Sparsity Loss: 1.7360
Epoch 598/600 | KL Loss: 0.6789 | Sparsity Loss: 1.7310
Epoch 599/600 | KL Loss: 0.6921 | Sparsity Loss: 1.7274
Epoch 600/600 | KL Loss: 0.6559 | Sparsity Loss: 1.7275
Masks saved to intersection_experiments_4/masks/fruits_600_mask.pt
Training checkpoint saved to intersection_experiments_4/masks/fruits_600_checkpoint.pt
Done! Final mask saved to intersection_experiments_4/masks/fruits_600_mask.pt
Checkpoint saved to intersection_experiments_4/masks/fruits_600_checkpoint.pt
